id,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,authors_t,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,IPNIPUB,label,refurl
urn:lsid:ipni.org:names:77367062-1,,,,,,11: 242,,,,,,,,,,,,10/08/2025 14:37,13/08/2025 10:09,,,Apiaceae,Astrantia major f. roseola,Astrantia major f. roseola,Astrantia,Soó,,f,f,,,,,roseola,,,,,,,,,,nom. inval.    Contrary to Art. 41.5. ICN (2018) No full and direct reference to replaced synonym was given (page number missing),,nom. inval.,,,,,,,,,,,,838340-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 242. 1965 ,,,77367206-1,,10,major,L.,,f,t,,,,,,,Soó@9897-1@1@aut,L.@0-0@1@aut,,nom. nov.,,1.4,f,astrantia~majorroseola,apiaceaeastrantia~majorroseola,,wfo-1200114099,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 242 (1965),IPNI Record: 77367062-1,https://www.ipni.org/n/77367062-1
urn:lsid:ipni.org:names:77367063-1,,,,,,35,,,,,,,,,,,,10/08/2025 18:02,12/08/2025 11:23,,,Apiaceae,Chaerophyllum bulbosum var. caucasicum,Chaerophyllum bulbosum var. caucasicum,Chaerophyllum,Hoffm.,,f,f,,,,,caucasicum,,,,,,,,,,,,,,,,,,,,,,,,840155-1,Gen. Pl. Umbell.,urn:lsid:ipni.org:publications:8790-2,1814,1814,,Hoffm.,var.,Gen. Pl. Umbell. 35. 1814 ,,Latin descr.,,,8,bulbosum,L.,,f,t,,,,,,,Hoffm.@4014-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,chaerophyllum~bulbosumcaucasicum,apiaceaechaerophyllum~bulbosumcaucasicum,,wfo-0000598958,,,,,,,Gen. Pl. Umbell. 35 (1814),IPNI Record: 77367063-1,https://www.ipni.org/n/77367063-1
urn:lsid:ipni.org:names:77367064-1,Apiaceae Chaerophyllum bobrovii Schischk.,(Schischk.),840150-1,,,11: 243,,,,,,,,,,,,10/08/2025 18:04,13/08/2025 10:10,,,Apiaceae,Chaerophyllum bulbosum subsp. bobrovii,Chaerophyllum bulbosum subsp. bobrovii,Chaerophyllum,(Schischk.) Soó,,f,f,,,,,bobrovii,,,,,,,,,,,,,,,,,,,,,,,null:,840155-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,9,bulbosum,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Schischk.@0-0@2@bas,L.@0-0@1@aut,,comb. et stat. nov.,,1.4,f,chaerophyllum~bulbosumbobrovii,apiaceaechaerophyllum~bulbosumbobrovii,,wfo-0001068496,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367064-1,https://www.ipni.org/n/77367064-1
urn:lsid:ipni.org:names:77367065-1,Apiaceae Anthriscus abortiva Jord.,(Jord.),837900-1,,,11: 243,,,,,,,,,,,,10/08/2025 18:15,13/08/2025 10:02,,,Apiaceae,Anthriscus nitidus f. abortivus,Anthriscus nitidus f. abortivus,Anthriscus,(Jord.) Soó,,f,f,,,,,abortivus,,,,,,,,,,nom. inval.    Contrary to Art. 41.5. ICN (2018) No full and direct reference to basionym was given (publication and page number missing),,nom. inval.,,,,,,,,,,,null:,837945-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,"Acta Bot. Acad. Sci. Hung. 11: 243. 1965 , as 'A. nitida f. abortiva'",", as 'A. nitida f. abortiva'",,,,12,nitidus,Garcke,,f,t,,,,,,,Jord.@4550-1@2@bas$Soó@9897-1@1@aut,Garcke@0-0@1@aut,,comb. et stat. nov.,,1.4,f,anthriscus~nitidusabortivus,apiaceaeanthriscus~nitidusabortivus,,wfo-1200114100,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367065-1,https://www.ipni.org/n/77367065-1
urn:lsid:ipni.org:names:77367066-1,,,,,,5(2): 1023,,,,,,,,,,,,10/08/2025 19:10,12/08/2025 11:28,,,Apiaceae,Chaerophyllum sylvestre f. subtuberculatum,Chaerophyllum sylvestre f. subtuberculatum,Chaerophyllum,Thell.,,f,f,,,,,subtuberculatum,,,,,,,,,,,,,,,,,,,,,,,,840270-1,Ill. Fl. Mitt.-Eur.,urn:lsid:ipni.org:publications:2283-2,1926,1926,,Thell.,f.,Ill. Fl. Mitt.-Eur. 5(2): 1023. 1926 ,,Name added via registration. Protologue not seen by the IPNI editors. If you have access to the protologue please email a copy to us via the 'contact us' link at the top of the page.,,,8,sylvestre,L.,,f,t,,,,,,,Thell.@10550-1@1@aut,L.@0-0@1@aut,,tax. nov.,,1.3,f,chaerophyllum~sylvestresubtuberculatum,apiaceaechaerophyllum~sylvestresubtuberculatum,,wfo-1200114101,,,,,,,Ill. Fl. Mitt.-Eur. 5(2): 1023 (1926),IPNI Record: 77367066-1,https://www.ipni.org/n/77367066-1
urn:lsid:ipni.org:names:77367067-1,,,,,,139,,,,,,,,,,,,10/08/2025 20:17,10/08/2025 20:17,,,Adiantaceae,Cheilanthes lanuginosa,Cheilanthes lanuginosa,Cheilanthes,Nutt. ex Hook. & Baker,,f,f,,,,,,,,,,,,,,,nom. illeg. later homonym    non Cheilanthes lanuginosa M.Martens & Galeotti (1842),,nom. illeg.,,,,,,,,,,,,331102-2,Syn. Fil. (Hooker & Baker),urn:lsid:ipni.org:publications:14664-2,1868,1868,,Nutt. ex Hook. & Baker,spec.,Syn. Fil. (Hooker & Baker) 139. 1868 ,,,,,9,lanuginosa,,,f,t,,,,,,,Nutt.@24198-1@1@aut$Hook.@4086-1@2@autEx$Baker@407-1@3@autEx,,,tax. nov.,,1.1,f,cheilanthes~lanuginosa,adiantaceaecheilanthes~lanuginosa~,,wfo-1200114301,,,,,,,Syn. Fil. (Hooker & Baker) 139 (1868),IPNI Record: 77367067-1,https://www.ipni.org/n/77367067-1
urn:lsid:ipni.org:names:77367068-1,,,,,,1: 338,,,,,,,,,,,,10/08/2025 21:15,12/08/2025 11:30,,,Apiaceae,Torilis anthriscus f. oligophylla,Torilis anthriscus f. oligophylla,Torilis,Abrom.,,f,f,,,,,oligophylla,,,,,,,,,,,,,,,,,,,,,,,,849500-1,Fl. Ost- & Westpreussen,urn:lsid:ipni.org:publications:7219-2,1898,1898,,Abrom.,f.,Fl. Ost- & Westpreussen 1: 338. 1898 ,,Name added via registration. Protologue not seen by the IPNI editors. If you have access to the protologue please email a copy to us via the 'contact us' link at the top of the page.,,,8,anthriscus,(L.) Gaertn.,,f,t,,,,,,,Abrom.@47-1@1@aut,L.@12653-1@2@bas$Gaertn.@2974-1@1@aut,,tax. nov.,,1.3,f,torilis~anthriscusoligophylla,apiaceaetorilis~anthriscusoligophylla,,wfo-1200114102,,,,,,,Fl. Ost- & Westpreussen 1: 338 (1898),IPNI Record: 77367068-1,https://www.ipni.org/n/77367068-1
urn:lsid:ipni.org:names:77367069-1,,,,,,"n.s., 3: 471",,,,,,,,,,,,10/08/2025 21:51,10/08/2025 21:51,,,Myrtaceae,Eucalyptus alpina,Eucalyptus alpina,Eucalyptus,F.Mackie,,f,f,,,,,,,,,,,cultivated in U.K.,,,,,,,,,,,,,,,,,,27534-1,Gard. Mag. & Reg. Rural Domest. Improv.,urn:lsid:ipni.org:publications:8706-2,1837,1837,,F.Mackie,spec.,"Gard. Mag. & Reg. Rural Domest. Improv. n.s., 3: 471. 1837 ",,,,,8,alpina,,,f,t,,,,,,,F.Mackie@20091063-1@1@aut,,,tax. nov.,,1.1,f,eucalyptus~alpina,myrtaceaeeucalyptus~alpina~,,wfo-1200114302,,,,,,,"Gard. Mag. & Reg. Rural Domest. Improv. n.s., 3: 471 (1837)",IPNI Record: 77367069-1,https://www.ipni.org/n/77367069-1
urn:lsid:ipni.org:names:77367171-1,,,,,,2: 466,,,,,,,,,,,,11/08/2025 09:41,12/08/2025 09:05,,,Scrophulariaceae,Striga lutea var. albiflora,Striga lutea var. albiflora,Striga,Kuntze,,f,f,,,,,albiflora,,,,,,,,,,,,,,,,,,,,,,,,810034-1,Revis. Gen. Pl.,urn:lsid:ipni.org:publications:1063-2,1891,1891 [5 Nov 1891],[5 Nov 1891],Kuntze,var.,Revis. Gen. Pl. 2: 466. 1891 [5 Nov 1891] ,,,,,8,lutea,Lour.,,f,t,,,,,,,Kuntze@12634-1@1@aut,Lour.@0-0@1@aut,,tax. nov.,,1.1.1.2,f,striga~luteaalbiflora,scrophulariaceaestriga~luteaalbiflora,,wfo-1200114103,,,,,,,Revis. Gen. Pl. 2: 466 (1891),IPNI Record: 77367171-1,https://www.ipni.org/n/77367171-1
urn:lsid:ipni.org:names:77367172-1,Scrophulariaceae Striga lutea Lour. var. albiflora Kuntze,(Kuntze),77367171-1,,,49: 44,,,,,,,,,,,,11/08/2025 09:47,12/08/2025 09:17,,,Scrophulariaceae,Striga asiatica var. albiflora,Striga asiatica var. albiflora,Striga,(Kuntze) Santapau,,f,f,,,,,albiflora,,,,,,,,,,,,,,,,,,,,,,,null:,809994-1,J. Bombay Nat. Hist. Soc.,urn:lsid:ipni.org:publications:677-2,1950,1950,,Santapau,var.,J. Bombay Nat. Hist. Soc. 49: 44. 1950 ,,,,,11,asiatica,(L.) Kuntze,,f,t,,,,,,,Kuntze@12634-1@2@bas$Santapau@8901-1@1@aut,L.@0-0@2@bas$Kuntze@0-0@1@aut,,comb. nov.,,1.3,f,striga~asiaticaalbiflora,scrophulariaceaestriga~asiaticaalbiflora,,wfo-1200114104,,,,,,,J. Bombay Nat. Hist. Soc. 49: 44 (1950),IPNI Record: 77367172-1,https://www.ipni.org/n/77367172-1
urn:lsid:ipni.org:names:77367182-1,,,,,,11: 77,,,,,,,,,,,,11/08/2025 17:33,11/08/2025 18:02,,,Onagraceae,Fuchsia × dominiana,Fuchsia × dominiana,Fuchsia,G.W.Johnson,,t,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000052-2,Cottage Gardener,urn:lsid:ipni.org:publications:20050391-1,1853,1853 [3 Nov 1853],[3 Nov 1853],G.W.Johnson,spec.,Cottage Gardener 11: 77. 1853 [3 Nov 1853] ,,,,,8,dominiana,,,f,t,,,,,,,G.W.Johnson@20033877-1@1@aut,,,tax. nov.,,1.3,f,fuchsia~dominiana,onagraceaefuchsia~dominiana~,,wfo-1200114303,,,,,,,Cottage Gardener 11: 77 (1853),IPNI Record: 77367182-1,https://www.ipni.org/n/77367182-1
urn:lsid:ipni.org:names:77367183-1,Leguminosae Genista virgata Lam. [infrasp.unranked] trichocarpa Borbás,(Borbás),77367023-1,,,11: 241,,,,,,,,,,,,11/08/2025 18:56,13/08/2025 13:58,,,Leguminosae,Genista tinctoria var. trichocarpa,Genista tinctoria var. trichocarpa,Genista,(Borbás) Soó,,f,f,,,,,trichocarpa,,,,,,,,,,,,,,,,,,,,,,,null:,496408-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 241. 1965 ,,,,,11,tinctoria,L.,,f,t,,,,,,,Soó@9897-1@1@aut$Borbás@977-1@2@bas,L.@0-0@1@aut,,comb. nov.,,1.4,f,genista~tinctoriatrichocarpa,leguminosaegenista~tinctoriatrichocarpa,,wfo-1200114105,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 241 (1965),IPNI Record: 77367183-1,https://www.ipni.org/n/77367183-1
urn:lsid:ipni.org:names:77367184-1,,,,,,12: 87,,,,,,,,,,,,11/08/2025 19:07,12/08/2025 14:20,,,Apiaceae,Torilis anthriscus var. calcarea,Torilis anthriscus var. calcarea,Torilis,R.Uechtr.,,f,f,,,,,calcarea,,,,,,,,,,,,,,,,,,,,,,,,849500-1,Oesterr. Bot. Z.,urn:lsid:ipni.org:publications:768-2,1862,1862,,R.Uechtr.,var.,Oesterr. Bot. Z. 12: 87. 1862 ,,German descr.,,,8,anthriscus,(L.) Gaertn.,,f,t,,,,,,,R.Uechtr.@10952-1@1@aut,L.@12653-1@2@bas$Gaertn.@2974-1@1@aut,,tax. nov.,,1.3,f,torilis~anthriscuscalcarea,apiaceaetorilis~anthriscuscalcarea,,wfo-1200114106,,,,,,,Oesterr. Bot. Z. 12: 87 (1862),IPNI Record: 77367184-1,https://www.ipni.org/n/77367184-1
urn:lsid:ipni.org:names:77367185-1,,,,,,2: 217,,,,,,,,,,,,11/08/2025 19:20,12/08/2025 14:22,,,Apiaceae,Torilis anthriscus var. roseiflora,Torilis anthriscus var. roseiflora,Torilis,Murr,,f,f,,,,,roseiflora,,,,,,,,,,,,,,,,,,,,,,,,849500-1,Neu. Übers. Bl.-Pfl. Vorarlberg,urn:lsid:ipni.org:publications:20011027-1,1923,1923,,Murr,var.,Neu. Übers. Bl.-Pfl. Vorarlberg 2: 217. 1923 ,,Name added via registration. Protologue not seen by the IPNI editors. If you have access to the protologue please email a copy to us via the 'contact us' link at the top of the page.,,,8,anthriscus,(L.) Gaertn.,,f,t,,,,,,,Murr@6802-1@1@aut,Gaertn.@2974-1@1@aut$L.@12653-1@2@bas,,tax. nov.,,1.3,f,torilis~anthriscusroseiflora,apiaceaetorilis~anthriscusroseiflora,,wfo-1200114107,,,,,,,Neu. Übers. Bl.-Pfl. Vorarlberg 2: 217 (1923),IPNI Record: 77367185-1,https://www.ipni.org/n/77367185-1
urn:lsid:ipni.org:names:77367186-1,,,,,,15(8)-e71942: 9,,19,,8,,,1988,,Steve L.Orzell &amp; Edwin L.Bridge,,,11/08/2025 19:28,13/08/2025 16:07,"Texas (South-Central U.S.A., Northern America)",,Asclepiadaceae,Asclepias tonkawae,Asclepias tonkawae,Asclepias,"D.P.Duran, J.Ksepka, S.A.Davis, Godwin & R.A.S.Laroche",,f,f,,,,,,,,,,,"Van Zandt County, on the N side of FR 2339, atthe junction of Co Rd. 4717, c. 2 mi E of Callender Lake and 3.6mi W of the junction FM 279 at Edom, ca. 0.6 mi N of Henderson Co. line, Murchison East 7.5' Quad.",,,,,,,,,,,,,,,,,,30005968-2,Ecol. Evol.,urn:lsid:ipni.org:publications:20036179-1,2025,2025 [8 Aug 2025],[8 Aug 2025],"D.P.Duran, J.Ksepka, S.A.Davis, Godwin & R.A.S.Laroche",spec.,Ecol. Evol. 15(8)-e71942: 9. 2025 [8 Aug 2025] [epublished],[epublished],doi:10.1002/ece3.71942 [english] Etymology: 'in honor of the Tonkawa Native American tribe'.,,,10,tonkawae,,,f,t,,holotype TEX,,,,,J.Ksepka@20045314-1@2@aut$S.A.Davis@20091211-1@3@aut$Godwin@20091212-1@4@aut$D.P.Duran@20091210-1@1@aut$R.A.S.Laroche@20091213-1@5@aut,,,tax. nov.,,1.3,f,asclepias~tonkawae,asclepiadaceaeasclepias~tonkawae~,,wfo-1000083632,,,,,,,Ecol. Evol. 15(8)-e71942: 9 (2025),IPNI Record: 77367186-1,https://www.ipni.org/n/77367186-1
urn:lsid:ipni.org:names:77367187-1,Apiaceae Torilis anthriscus (L.) C.C.Gmel. var. pallida-silvicola Schur,(Schur),77367207-1,,,11: 243,,,,,,,,,,,,11/08/2025 19:52,13/08/2025 10:56,,,Apiaceae,Torilis japonica f. pallida-silvicola,Torilis japonica f. pallida-silvicola,Torilis,(Schur) Soó,,f,f,,,,,pallida-silvicola,,,,,,,,,,,,,,,,,,,,,,,,849533-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,"Acta Bot. Acad. Sci. Hung. 11: 243. 1965 , as 'pallida'",", as 'pallida'",,,,11,japonica,(Houtt.) DC.,,f,t,,,,,,,Soó@9897-1@1@aut$Schur@9335-1@2@bas,DC.@0-0@1@aut$Houtt.@0-0@2@bas,,comb. et stat. nov.,,1.4,f,torilis~japonicapallida-silvicola,apiaceaetorilis~japonicapallida-silvicola,,wfo-1200114108,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367187-1,https://www.ipni.org/n/77367187-1
urn:lsid:ipni.org:names:77367188-1,,,,,,11: 35,,,,,,,,,,,,11/08/2025 20:04,12/08/2025 14:26,,,Apiaceae,Torilis anthriscus f. parva,Torilis anthriscus f. parva,Torilis,Dvořák,,f,f,,,,,parva,,,,,,,,,,,,,,,,,,,,,,,,77300592-1,Sborn. Klubu Prir. v Brne,urn:lsid:ipni.org:publications:4891-2,1929,1929,,Dvořák,f.,Sborn. Klubu Prir. v Brne 11: 35. 1929 ,,Latin descr.,,,8,anthriscus,(L.) C.C.Gmel.,,f,t,,,,,,,Dvořák@34806-1@1@aut,L.@12653-1@2@bas$C.C.Gmel.@3202-1@1@aut,,tax. nov.,,1.3,f,torilis~anthriscusparva,apiaceaetorilis~anthriscusparva,,wfo-1200114109,,,,,,,Sborn. Klubu Prir. v Brne 11: 35 (1929),IPNI Record: 77367188-1,https://www.ipni.org/n/77367188-1
urn:lsid:ipni.org:names:77367189-1,,,,,,158(2): 286,,6,,1,,10434,1989,,Granville et al.,,,12/08/2025 07:17,28/08/2025 09:32,"French Guiana (Northern South America, Southern America)",W,Rubiaceae,Faramea humicapiens,Faramea humicapiens,Faramea,Delprete & J.G.Jardim,,f,f,,,,,,,,3,37,,"Maroni River Basin, Gobaya Soula, rive droite, layon vers les Monts Atachi-Bacca, entre 0–1.5 km de l'Itany [River], camp 1, 100 m",53,58,,,,,,,N,,,,,,,,,34600-1,Pl. Ecol. Evol.,urn:lsid:ipni.org:publications:20011731-1,2025,2025 [25 Aug 2025],[25 Aug 2025],Delprete & J.G.Jardim,spec.,Pl. Ecol. Evol. 158(2): 286. 2025 [25 Aug 2025] [epublished],[epublished],"doi:10.5091/plecevo.146274 [english] Etymology: the specific epithet is derived from the Latin words 'humus-' ('ground') and '-capiens'. In this sense, 'capiens' is the present participle of the transitive verb 'capere' (capio, capis, cepi, captum), which means 'to hold'.",,,11,humicapiens,,,f,t,,holotype CAY CAY074825; CAY074826,,,,,Delprete@36638-1@1@aut$J.G.Jardim@39335-1@2@aut,,,tax. nov.,,1.3,f,faramea~humicapiens,rubiaceaefaramea~humicapiens~,,wfo-1000083633,,,,,,,Pl. Ecol. Evol. 158(2): 286 (2025),IPNI Record: 77367189-1,https://www.ipni.org/n/77367189-1
urn:lsid:ipni.org:names:77367191-1,,,,,,1: 246,,,,,,,,,,,,12/08/2025 11:54,12/08/2025 11:54,,,Meliaceae,Trichilia dregeana var. oblonga,Trichilia dregeana var. oblonga,Trichilia,Sond.,,f,f,,,,,oblonga,,,,,,,,,,,,,,,,,,,,,,,,579408-1,Fl. Cap. (Harvey),urn:lsid:ipni.org:publications:954-2,1860,1860 [10-31 May 1860],[10-31 May 1860],Sond.,var.,Fl. Cap. (Harvey) 1: 246. 1860 [10-31 May 1860] ,,,,,8,dregeana,Harv. & Sond.,,f,t,,,,,,,Sond.@9891-1@1@aut,Harv.@3705-1@1@aut$Sond.@9891-1@2@aut,,tax. nov.,,1.1,f,trichilia~dregeanaoblonga,meliaceaetrichilia~dregeanaoblonga,,wfo-1200114110,,,,,,,Fl. Cap. (Harvey) 1: 246 (1860),IPNI Record: 77367191-1,https://www.ipni.org/n/77367191-1
urn:lsid:ipni.org:names:77367192-1,Dracaenaceae Sansevieria lalakana T.C.Cole & T.G.Forrest,(T.C.Cole & T.G.Forrest),77311029-1,,,13(2)-6: 1,,,,,,,,,,,,12/08/2025 15:33,12/08/2025 15:33,,,Dracaenaceae,Dracaena lalakana,Dracaena lalakana,Dracaena,(T.C.Cole & T.G.Forrest) P.A.Mansf.,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30010732-2,Sansevieria Online,urn:lsid:ipni.org:publications:20027555-1,2025,2025 [1 Aug 2025],[1 Aug 2025],P.A.Mansf.,spec.,Sansevieria Online 13(2)-6: 1. 2025 [1 Aug 2025] [epublished],[epublished],,,,11,lalakana,,,f,t,,,,,,,T.C.Cole@20012091-2@2@bas$P.A.Mansf.@20024889-1@1@aut$T.G.Forrest@20012092-2@3@bas,,,comb. nov.,,1.1,f,dracaena~lalakana,dracaenaceaedracaena~lalakana~,,wfo-1000083634,,,,,,,Sansevieria Online 13(2)-6: 1 (2025),IPNI Record: 77367192-1,https://www.ipni.org/n/77367192-1
urn:lsid:ipni.org:names:77367193-1,,,,,,56: 23,,,,,,1070,,,Bhwire Bhitala,,,12/08/2025 15:43,12/08/2025 15:43,"Tanzania (East Tropical Africa, Africa)",,Dracaenaceae,Sansevieria suffruticosa subsp. leiofolia,Sansevieria suffruticosa subsp. leiofolia,Sansevieria,R.H.Webb,,f,f,,,,,leiofolia,,,,,,"West of Chato; on the southwestern edge of Lake Victoria, 1274 m",,,,,,,,,,,,,,,,,,540539-1,Sansevieria,urn:lsid:ipni.org:publications:20000101-1,2025,2025 [Jun 2025],[Jun 2025],R.H.Webb,subsp.,Sansevieria 56: 23. 2025 [Jun 2025] ,,[english],,,11,suffruticosa,N.E.Br.,,f,t,,holotype NHT,,,,,R.H.Webb@20018972-1@1@aut,N.E.Br.@1191-1@1@aut,,tax. nov.,,1.1,f,sansevieria~suffruticosaleiofolia,dracaenaceaesansevieria~suffruticosaleiofolia,,wfo-1200114111,,,,,,,Sansevieria 56: 23 (2025),IPNI Record: 77367193-1,https://www.ipni.org/n/77367193-1
urn:lsid:ipni.org:names:77367194-1,Dracaenaceae Sansevieria suffruticosa N.E.Br. subsp. leiofolia R.H.Webb,(R.H.Webb),77367193-1,,,13(2)-6: 1,,,,,,,,,,,,12/08/2025 15:45,12/08/2025 15:45,,,Dracaenaceae,Dracaena suffruticosa subsp. leiofolia,Dracaena suffruticosa subsp. leiofolia,Dracaena,(R.H.Webb) P.A.Mansf.,,f,f,,,,,leiofolia,,,,,,,,,,,,,,,,,,,,,,,,77183489-1,Sansevieria Online,urn:lsid:ipni.org:publications:20027555-1,2025,2025 [1 Aug 2025],[1 Aug 2025],P.A.Mansf.,subsp.,Sansevieria Online 13(2)-6: 1. 2025 [1 Aug 2025] [epublished],[epublished],,,,11,suffruticosa,(N.E.Br.) Byng & Christenh.,,f,t,,,,,,,R.H.Webb@20018972-1@2@bas$P.A.Mansf.@20024889-1@1@aut,Christenh.@40171-1@2@aut$N.E.Br.@1191-1@3@bas$Byng@20027212-1@1@aut,,comb. nov.,,1.1,f,dracaena~suffruticosaleiofolia,dracaenaceaedracaena~suffruticosaleiofolia,,wfo-1200114112,,,,,,,Sansevieria Online 13(2)-6: 1 (2025),IPNI Record: 77367194-1,https://www.ipni.org/n/77367194-1
urn:lsid:ipni.org:names:77367195-1,,,,,,56: 22,,,,,,1071,,,Bhitala,,,12/08/2025 15:51,12/08/2025 15:51,"Tanzania (East Tropical Africa, Africa)",,Dracaenaceae,Sansevieria suffruticosa subsp. argentiofolia,Sansevieria suffruticosa subsp. argentiofolia,Sansevieria,R.H.Webb,,f,f,,,,,argentiofolia,,,,,,"South of Dodoma in central Tanzania, 761 m",,,,,,,,,,,,,,,,,,540539-1,Sansevieria,urn:lsid:ipni.org:publications:20000101-1,2025,2025 [Jun 2025],[Jun 2025],R.H.Webb,subsp.,Sansevieria 56: 22. 2025 [Jun 2025] ,,[english],,,11,suffruticosa,N.E.Br.,,f,t,,holotype NHT,,,,,R.H.Webb@20018972-1@1@aut,N.E.Br.@1191-1@1@aut,,tax. nov.,,1.1,f,sansevieria~suffruticosaargentiofolia,dracaenaceaesansevieria~suffruticosaargentiofolia,,wfo-1200114113,,,,,,,Sansevieria 56: 22 (2025),IPNI Record: 77367195-1,https://www.ipni.org/n/77367195-1
urn:lsid:ipni.org:names:77367196-1,Dracaenaceae Sansevieria suffruticosa N.E.Br. subsp. argentiofolia R.H.Webb,(R.H.Webb),77367195-1,,,13(2)-6: 1,,,,,,,,,,,,12/08/2025 15:52,12/08/2025 15:52,,,Dracaenaceae,Dracaena suffruticosa subsp. argentiofolia,Dracaena suffruticosa subsp. argentiofolia,Dracaena,(R.H.Webb) P.A.Mansf.,,f,f,,,,,argentiofolia,,,,,,,,,,,,,,,,,,,,,,,,77183489-1,Sansevieria Online,urn:lsid:ipni.org:publications:20027555-1,2025,2025 [1 Aug 2025],[1 Aug 2025],P.A.Mansf.,subsp.,Sansevieria Online 13(2)-6: 1. 2025 [1 Aug 2025] [epublished],[epublished],,,,11,suffruticosa,(N.E.Br.) Byng & Christenh.,,f,t,,,,,,,P.A.Mansf.@20024889-1@1@aut$R.H.Webb@20018972-1@2@bas,Byng@20027212-1@1@aut$Christenh.@40171-1@2@aut$N.E.Br.@1191-1@3@bas,,comb. nov.,,1.1,f,dracaena~suffruticosaargentiofolia,dracaenaceaedracaena~suffruticosaargentiofolia,,wfo-1200114114,,,,,,,Sansevieria Online 13(2)-6: 1 (2025),IPNI Record: 77367196-1,https://www.ipni.org/n/77367196-1
